,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
885,2018-06-08,17200.331564986736,13769.83023872679,3430.501326259947,-497.209549071618,-897.4588859416446,28357.676392572943,20.73070436660188,-3.6575630041771654,-1.0614588859416445,-65.65488063660477,-3.4374005305039788
886,2018-06-11,17230.549071618036,13795.710875331566,3434.8381962864723,-496.43501326259945,-898.0159151193634,28367.480106100797,20.717253727817678,-3.644445044324328,-1.0620159151193633,-65.6045623342175,-3.4371352785145888
887,2018-06-12,17260.766578249335,13821.59151193634,3439.1750663129974,-495.6604774535809,-898.5729442970822,28377.283819628647,20.70380308903347,-3.6313270844714904,-1.0625729442970822,-65.55424403183024,-3.436870026525199
888,2018-06-13,17290.984084880634,13847.472148541114,3443.5119363395224,-494.8859416445623,-899.1299734748011,28387.087533156497,20.690352450249268,-3.618209124618653,-1.063129973474801,-65.50392572944297,-3.436604774535809
889,2018-06-14,17321.201591511937,13873.35278514589,3447.848806366048,-494.1114058355438,-899.6870026525198,28396.89124668435,20.67690181146506,-3.6050911647658155,-1.0636870026525198,-65.4536074270557,-3.436339522546419
890,2018-06-15,17351.419098143237,13899.233421750663,3452.185676392573,-493.33687002652516,-900.2440318302388,28406.6949602122,20.66345117268086,-3.591973204912978,-1.0642440318302386,-65.40328912466843,-3.4360742705570293
891,2018-06-18,17381.636604774536,13925.114058355437,3456.522546419098,-492.56233421750665,-900.8010610079575,28416.498673740054,20.65000053389665,-3.5788552450601405,-1.0648010610079575,-65.35297082228116,-3.4358090185676393
892,2018-06-19,17411.854111405835,13950.994694960213,3460.8594164456235,-491.787798408488,-901.3580901856764,28426.302387267904,20.636549895112445,-3.565737285207303,-1.0653580901856763,-65.3026525198939,-3.4355437665782493
893,2018-06-20,17442.071618037135,13976.875331564988,3465.1962864721486,-491.0132625994695,-901.9151193633952,28436.106100795754,20.623099256328242,-3.5526193253544656,-1.0659151193633951,-65.25233421750663,-3.4352785145888594
894,2018-06-21,17472.289124668434,14002.75596816976,3469.5331564986736,-490.2387267904509,-902.472148541114,28445.909814323608,20.609648617544035,-3.539501365501628,-1.066472148541114,-65.20201591511936,-3.4350132625994694
895,2018-06-22,17502.506631299737,14028.636604774536,3473.870026525199,-489.46419098143235,-903.0291777188329,28455.713527851458,20.596197978759832,-3.5263834056487906,-1.0670291777188328,-65.1516976127321,-3.4347480106100794
896,2018-06-25,17532.724137931036,14054.517241379312,3478.206896551724,-488.6896551724138,-903.5862068965517,28465.51724137931,20.582747339975626,-3.513265445795953,-1.0675862068965516,-65.10137931034483,-3.4344827586206894
897,2018-06-26,17562.941644562336,14080.397877984085,3482.5437665782492,-487.9151193633952,-904.1432360742706,28475.32095490716,20.569296701191423,-3.500147485943115,-1.0681432360742704,-65.05106100795756,-3.4342175066313
898,2018-06-27,17593.159151193635,14106.27851458886,3486.8806366047747,-487.1405835543767,-904.7002652519893,28485.12466843501,20.555846062407216,-3.4870295260902777,-1.0687002652519892,-65.00074270557029,-3.43395225464191
899,2018-06-28,17623.376657824934,14132.159151193635,3491.2175066313,-486.36604774535806,-905.2572944297083,28494.928381962865,20.542395423623013,-3.4739115662374402,-1.069257294429708,-64.95042440318302,-3.43368700265252
900,2018-06-29,17653.594164456234,14158.039787798409,3495.554376657825,-485.59151193633954,-905.814323607427,28504.732095490715,20.528944784838806,-3.4607936063846028,-1.0698143236074271,-64.90010610079575,-3.43342175066313
